case:concept:name;concept:name;concept:flops;concept:operation;concept:kernel;timestamp:start;timestamp:end
algorithm91;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.671791940209145e9;1.671791940211866e9
algorithm91;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.671791940211866e9;1.671791940212153e9
algorithm91;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.671791940212153e9;1.671791940212571e9
algorithm91;gemm_2e+05;2e+05;tmp14 = (tmp12^T tmp12);gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);1.671791940212571e9;1.671791940212594e9
algorithm91;ml4, ml3 = LAPACK.syev_3.43e+03;3.43e+03;(Z18 W19 Z18^T) = tmp14;ml4, ml3 = LAPACK.syev!('V', 'L', ml3);1.671791940212594e9;1.671791940212639e9
algorithm91;gemm_2e+05;2e+05;tmp477 = (Z18^T tmp12^T);gemm!('T', 'T', 1.0, ml3, ml0, 0.0, ml5);1.671791940212639e9;1.671791940212706e9
algorithm91;gemv_1e+04;1e+04;tmp478 = (W19^-1 tmp477);gemv!('N', 1.0, ml5, ml2, 0.0, ml6);1.671791940212706e9;1.671791940212723e9
algorithm91;gemv_2e+04;2e+04;tmp269 = (tmp478 tmp68);gemv!('N', 1.0, ml3, ml6, 0.0, ml7);1.671791940212723e9;1.671791940212724e9
algorithm2;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.671791940219273e9;1.671791940222152e9
algorithm2;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.671791940222152e9;1.67179194022243e9
algorithm2;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.67179194022243e9;1.671791940222836e9
algorithm2;syrk_1e+05;1e+05;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.671791940222836e9;1.67179194022286e9
algorithm2;LAPACK.potrf_333;333;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.67179194022286e9;1.671791940222863e9
algorithm2;gemv_2e+04;2e+04;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.671791940222863e9;1.671791940222866e9
algorithm2;trsv_100;100;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.671791940222866e9;1.671791940222867e9
algorithm2;trsv_100;100;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.671791940222867e9;1.671791940222868e9
algorithm36;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.671791940229708e9;1.671791940232436e9
algorithm36;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.671791940232436e9;1.671791940232998e9
algorithm36;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.671791940232998e9;1.671791940233187e9
algorithm36;gemv_2e+04;2e+04;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml3);1.671791940233187e9;1.671791940233193e9
algorithm36;gemm_2e+05;2e+05;tmp14 = (tmp12^T tmp12);gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml4);1.671791940233193e9;1.671791940233217e9
algorithm36;LAPACK.potrf_333;333;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml4);1.671791940233217e9;1.67179194023322e9
algorithm36;trsv_100;100;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml4, ml3);1.67179194023322e9;1.671791940233221e9
algorithm36;trsv_100;100;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml4, ml3);1.671791940233221e9;1.671791940233222e9
algorithm97;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.67179194026016e9;1.6717919403542e9
algorithm97;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.6717919403542e9;1.671791940355082e9
algorithm97;syrk_1e+05;1e+05;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.671791940355082e9;1.671791940355145e9
algorithm97;ml4, ml3 = LAPACK.syev_3.43e+03;3.43e+03;(Z18 W19 Z18^T) = tmp14;ml4, ml3 = LAPACK.syev!('V', 'L', ml3);1.671791940355145e9;1.671791940355256e9
algorithm97;gemm_2e+05;2e+05;tmp477 = (Z18^T tmp12^T);gemm!('T', 'T', 1.0, ml3, ml0, 0.0, ml5);1.671791940355256e9;1.671791940355308e9
algorithm97;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.671791940355308e9;1.671791940355629e9
algorithm97;gemm_1e+04;1e+04;tmp478 = (W19^-1 tmp477);gemm!('N', 'N', 1.0, ml3, ml5, 0.0, ml6);1.671791940355629e9;1.671791940355664e9
algorithm97;gemv_2e+05;2e+05;tmp87 = (Z18 tmp478);gemv!('N', 1.0, ml6, ml2, 0.0, ml7);1.671791940355664e9;1.671791940355684e9
algorithm59;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.671791940362953e9;1.67179194036614e9
algorithm59;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.67179194036614e9;1.67179194036664e9
algorithm59;syrk_1e+05;1e+05;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.67179194036664e9;1.67179194036667e9
algorithm59;ml3 = qr_2.67e+03;2.67e+03;(Q16 R17) = tmp14;ml3 = qr!(ml3);1.67179194036667e9;1.671791940366732e9
algorithm59;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.671791940366732e9;1.671791940366949e9
algorithm59;gemm_2e+05;2e+05;tmp86 = (Q16^T tmp12^T);gemm!('T', 'T', 1.0, ml4, ml0, 0.0, ml5);1.671791940366949e9;1.671791940367008e9
algorithm59;gemv_2e+04;2e+04;tmp25 = (tmp86 tmp68);gemv!('N', 1.0, ml5, ml2, 0.0, ml6);1.671791940367008e9;1.671791940367024e9
algorithm59;trsv_100;100;tmp24 = (R17^-1 tmp25);trsv!('U', 'N', 'N', ml7, ml6);1.671791940367024e9;1.671791940367026e9
algorithm6;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.671791940458563e9;1.6717919404613e9
algorithm6;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.6717919404613e9;1.671791940461805e9
algorithm6;syrk_1e+05;1e+05;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.671791940461805e9;1.671791940461834e9
algorithm6;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.671791940461834e9;1.671791940462058e9
algorithm6;gemv_2e+04;2e+04;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.671791940462058e9;1.671791940462063e9
algorithm6;LAPACK.potrf_333;333;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.671791940462063e9;1.671791940462066e9
algorithm6;trsv_100;100;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.671791940462066e9;1.671791940462066e9
algorithm6;trsv_100;100;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.671791940462066e9;1.671791940462068e9
algorithm95;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.671791940464347e9;1.671791940467163e9
algorithm95;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.671791940467163e9;1.671791940467706e9
algorithm95;syrk_1e+05;1e+05;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.671791940467706e9;1.671791940467727e9
