case:concept:name;concept:name;concept:flops;concept:operation;concept:kernel;timestamp:start;timestamp:end
algorithm44_110;gemm_2e+05;2e+05;tmp14 = (tmp12^T tmp12);gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);1.671791775798618e9;1.671791775798634e9
algorithm44_110;ml4, ml3 = LAPACK.syev_3.43e+03;3.43e+03;(Z18 W19 Z18^T) = tmp14;ml4, ml3 = LAPACK.syev!('V', 'L', ml3);1.671791775798634e9;1.671791775798678e9
algorithm44_110;gemv_2e+04;2e+04;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml5);1.671791775798678e9;1.67179177579868e9
algorithm44_110;gemv_200;200;tmp268 = (Z18^T tmp21);gemv!('T', 1.0, ml3, ml5, 0.0, ml6);1.67179177579868e9;1.671791775798683e9
algorithm44_110;gemv_10;10;tmp269 = (W19^-1 tmp268);gemv!('N', 1.0, ml3, ml6, 0.0, ml7);1.671791775798683e9;1.671791775798683e9
algorithm77_17;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.67179177580054e9;1.671791775802743e9
algorithm77_17;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.671791775802743e9;1.671791775802856e9
algorithm77_17;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.671791775802856e9;1.67179177580314e9
algorithm77_17;gemv_2e+04;2e+04;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml3);1.67179177580314e9;1.671791775803144e9
algorithm77_17;ml0 = qr_3.99e+05;3.99e+05;(Q73 R74) = tmp12;ml0 = qr!(ml0);1.671791775803144e9;1.671791775803221e9
algorithm77_17;trsv_100;100;tmp84 = (R74^-T tmp21);trsv!('U', 'T', 'N', ml4, ml3);1.671791775803221e9;1.671791775803222e9
algorithm77_17;trsv_100;100;tmp85 = (R74^-1 tmp84);trsv!('U', 'N', 'N', ml4, ml3);1.671791775803222e9;1.671791775803223e9
algorithm59_110;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.671791775804904e9;1.671791775807097e9
algorithm59_110;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.671791775807097e9;1.671791775807379e9
algorithm59_110;syrk_1e+05;1e+05;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.671791775807379e9;1.671791775807398e9
algorithm59_110;ml3 = qr_2.67e+03;2.67e+03;(Q16 R17) = tmp14;ml3 = qr!(ml3);1.671791775807398e9;1.671791775807429e9
algorithm59_110;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.671791775807429e9;1.671791775807582e9
algorithm59_110;gemm_2e+05;2e+05;tmp86 = (Q16^T tmp12^T);gemm!('T', 'T', 1.0, ml4, ml0, 0.0, ml5);1.671791775807582e9;1.671791775807607e9
algorithm59_110;gemv_2e+04;2e+04;tmp25 = (tmp86 tmp68);gemv!('N', 1.0, ml5, ml2, 0.0, ml6);1.671791775807607e9;1.671791775807616e9
algorithm59_110;trsv_100;100;tmp24 = (R17^-1 tmp25);trsv!('U', 'N', 'N', ml7, ml6);1.671791775807616e9;1.671791775807617e9
algorithm77_12;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.671791775810018e9;1.671791775812194e9
algorithm77_12;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.671791775812194e9;1.671791775812309e9
algorithm77_12;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.671791775812309e9;1.671791775812605e9
algorithm77_12;gemv_2e+04;2e+04;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml3);1.671791775812605e9;1.671791775812609e9
algorithm77_12;ml0 = qr_3.99e+05;3.99e+05;(Q73 R74) = tmp12;ml0 = qr!(ml0);1.671791775812609e9;1.671791775812679e9
algorithm77_12;trsv_100;100;tmp84 = (R74^-T tmp21);trsv!('U', 'T', 'N', ml4, ml3);1.671791775812679e9;1.67179177581268e9
algorithm77_12;trsv_100;100;tmp85 = (R74^-1 tmp84);trsv!('U', 'N', 'N', ml4, ml3);1.67179177581268e9;1.671791775812681e9
algorithm17_11;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.671791775814529e9;1.671791775816757e9
algorithm17_11;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.671791775816757e9;1.671791775817072e9
algorithm17_11;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.671791775817072e9;1.671791775817189e9
algorithm17_11;syrk_1e+05;1e+05;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.671791775817189e9;1.671791775817209e9
algorithm17_11;gemv_2e+04;2e+04;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.671791775817209e9;1.671791775817213e9
algorithm17_11;ml3 = qr_2.67e+03;2.67e+03;(Q16 R17) = tmp14;ml3 = qr!(ml3);1.671791775817213e9;1.671791775817251e9
algorithm17_11;gemv_200;200;tmp25 = (Q16^T tmp21);gemv!('T', 1.0, ml5, ml4, 0.0, ml6);1.671791775817251e9;1.671791775817253e9
algorithm17_11;trsv_100;100;tmp24 = (R17^-1 tmp25);trsv!('U', 'N', 'N', ml7, ml6);1.671791775817253e9;1.671791775817254e9
algorithm70_13;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.671791775819127e9;1.67179177582144e9
algorithm70_13;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.67179177582144e9;1.67179177582175e9
algorithm70_13;syrk_1e+05;1e+05;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.67179177582175e9;1.671791775821768e9
algorithm70_13;ml4, ml3 = LAPACK.syev_3.43e+03;3.43e+03;(Z18 W19 Z18^T) = tmp14;ml4, ml3 = LAPACK.syev!('V', 'L', ml3);1.671791775821768e9;1.671791775821811e9
algorithm70_13;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.671791775821811e9;1.671791775821929e9
algorithm70_13;gemm_2e+05;2e+05;tmp477 = (Z18^T tmp12^T);gemm!('T', 'T', 1.0, ml3, ml0, 0.0, ml5);1.671791775821929e9;1.671791775821965e9
algorithm70_13;gemv_1e+04;1e+04;tmp478 = (W19^-1 tmp477);gemv!('N', 1.0, ml5, ml2, 0.0, ml6);1.671791775821965e9;1.671791775821976e9
algorithm70_13;gemv_2e+04;2e+04;tmp269 = (tmp478 tmp68);gemv!('N', 1.0, ml3, ml6, 0.0, ml7);1.671791775821976e9;1.671791775821977e9
algorithm27_115;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.671791775823841e9;1.671791775826027e9
algorithm27_115;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.671791775826027e9;1.671791775826302e9
algorithm27_115;syrk_1e+05;1e+05;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.671791775826302e9;1.67179177582632e9
algorithm27_115;LAPACK.potrf_333;333;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.67179177582632e9;1.671791775826322e9
algorithm27_115;trsm_1e+05;1e+05;tmp70 = (tmp12 L15^-T);trsm!('R', 'L', 'T', 'N', 1.0, ml3, ml0);1.671791775826322e9;1.671791775826331e9
algorithm27_115;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.671791775826331e9;1.671791775826432e9
algorithm27_115;gemv_2e+04;2e+04;tmp23 = (tmp70^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.671791775826432e9;1.671791775826437e9
algorithm27_115;trsv_100;100;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.671791775826437e9;1.671791775826438e9
